AreaOccupied_AreaOccupied_BackgroundMaskImage,AreaOccupied_AreaOccupied_Colony,AreaOccupied_AreaOccupied_ColonyMaskImage,AreaOccupied_AreaOccupied_DeadCellMaskImage,AreaOccupied_AreaOccupied_WellObjects,AreaOccupied_Perimeter_BackgroundMaskImage,AreaOccupied_Perimeter_Colony,AreaOccupied_Perimeter_ColonyMaskImage,AreaOccupied_Perimeter_DeadCellMaskImage,AreaOccupied_Perimeter_WellObjects,AreaOccupied_TotalArea_BackgroundMaskImage,AreaOccupied_TotalArea_Colony,AreaOccupied_TotalArea_ColonyMaskImage,AreaOccupied_TotalArea_DeadCellMaskImage,AreaOccupied_TotalArea_WellObjects,Channel_BF,Channel_BFProbability,Count_Colony,Count_ColonyBeforeFilling,Count_DeadCellObjects,Count_WellObjects,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05ColorToGray,ExecutionTime_07IdentifyPrimaryObjects,ExecutionTime_08FillObjects,ExecutionTime_09Threshold,ExecutionTime_10ConvertImageToObjects,ExecutionTime_11Threshold,ExecutionTime_12ConvertObjectsToImage,ExecutionTime_13ImageMath,ExecutionTime_14IdentifyPrimaryObjects,ExecutionTime_15OverlayObjects,ExecutionTime_16OverlayOutlines,ExecutionTime_17MeasureImageAreaOccupied,ExecutionTime_18SaveImages,FileName_BF,FileName_BFProbability,FileName_OrigOverlay,Frame_BF,Frame_BFProbability,Group_Index,Group_Number,Height_BF,Height_BFProbability,ImageNumber,ImageSet_ImageSet,MD5Digest_BF,MD5Digest_BFProbability,Metadata_DateTime,Metadata_FileLocation,Metadata_Frame,Metadata_PixelScale,Metadata_Plate,Metadata_Probability,Metadata_Series,Metadata_WellColumn,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05ColorToGray,ModuleError_07IdentifyPrimaryObjects,ModuleError_08FillObjects,ModuleError_09Threshold,ModuleError_10ConvertImageToObjects,ModuleError_11Threshold,ModuleError_12ConvertObjectsToImage,ModuleError_13ImageMath,ModuleError_14IdentifyPrimaryObjects,ModuleError_15OverlayObjects,ModuleError_16OverlayOutlines,ModuleError_17MeasureImageAreaOccupied,ModuleError_18SaveImages,PathName_BF,PathName_BFProbability,PathName_OrigOverlay,Scaling_BF,Scaling_BFProbability,Series_BF,Series_BFProbability,Threshold_FinalThreshold_BackgroundMaskImage,Threshold_FinalThreshold_ColonyBeforeFilling,Threshold_FinalThreshold_DeadCellMaskImage,Threshold_FinalThreshold_WellObjects,Threshold_OrigThreshold_BackgroundMaskImage,Threshold_OrigThreshold_ColonyBeforeFilling,Threshold_OrigThreshold_DeadCellMaskImage,Threshold_OrigThreshold_WellObjects,Threshold_SumOfEntropies_BackgroundMaskImage,Threshold_SumOfEntropies_ColonyBeforeFilling,Threshold_SumOfEntropies_DeadCellMaskImage,Threshold_SumOfEntropies_WellObjects,Threshold_WeightedVariance_BackgroundMaskImage,Threshold_WeightedVariance_ColonyBeforeFilling,Threshold_WeightedVariance_DeadCellMaskImage,Threshold_WeightedVariance_WellObjects,URL_BF,URL_BFProbability,URL_OrigOverlay,Width_BF,Width_BFProbability
21133033,18472921,18472921,115590,42968174,3068788.24,885884,885882.9731,92213.38589,31153,54774801,54774801,54774801,54774801,54774801,-1,-2,1030,1030,14704,1,0,0,9.47,0,7.26,25.57,913.82,11.57,4.79,13.44,0.37,0.18,34.16,5.6,4.66,9.89,153.9,3500005261_Scan_11-26-2022-8-49-06-AM_Well_B1_Ch1_-1um_RescaleAndCrop.tiff,3500005261_Scan_11-26-2022-8-49-06-AM_Well_B1_Ch1_-1um_RescaleAndCrop_Probabilities.tiff,3500005261_Scan_11-26-2022-8-49-06-AM_Well_B1_Ch1_-1um_RescaleAndCrop_outlines.png,0,0,1,1,7401,7401,1,b'eLsxniAls7GvyM1RKEstAmU6YOjrAb2cmpecn5KZl26rFBripmuhZA9U5+uqAFSYV2yrlFFSUgB0b3l5uV5+QWoeIiuAXR2cnJGam1gMyuUg15oBo0JpNLMPtcyOmrVJijBkjeB4cobH2Ggs4ovFeETIZaYWkxOndjaIvB2Umkal0gWcUkA2Y0kxOEoVmpRyCqCILS5ITE4l1zRgACGXkVCzbfSRBW0gJaeukY0+tAzVR/UNUACHr0Flnh0AuZGz0A==',267ca184991d99e5b1c65647cbe16222,30ae7b845060934fda8efca0ee30fe34,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,255,65535,0,0,0.5,0.7,0.5,0.5,0.012819697,0.012732638,0.003906369,0.00390625,-10.18041967,-9.13645944,-10.53021013,-6.298226403,3.488127447,4.501480747,0.229882923,0,,,,7401,7401
