ImageNumber,ObjectNumber,Metadata_DateString,Metadata_FileLocation,Metadata_Frame,Metadata_PixelScale,Metadata_Plate,Metadata_Probability,Metadata_Series,Metadata_Well,Metadata_WellColumn,Metadata_WellRow,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_CentralMoment_0_0,AreaShape_CentralMoment_0_1,AreaShape_CentralMoment_0_2,AreaShape_CentralMoment_0_3,AreaShape_CentralMoment_1_0,AreaShape_CentralMoment_1_1,AreaShape_CentralMoment_1_2,AreaShape_CentralMoment_1_3,AreaShape_CentralMoment_2_0,AreaShape_CentralMoment_2_1,AreaShape_CentralMoment_2_2,AreaShape_CentralMoment_2_3,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_HuMoment_0,AreaShape_HuMoment_1,AreaShape_HuMoment_2,AreaShape_HuMoment_3,AreaShape_HuMoment_4,AreaShape_HuMoment_5,AreaShape_HuMoment_6,AreaShape_InertiaTensorEigenvalues_0,AreaShape_InertiaTensorEigenvalues_1,AreaShape_InertiaTensor_0_0,AreaShape_InertiaTensor_0_1,AreaShape_InertiaTensor_1_0,AreaShape_InertiaTensor_1_1,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_NormalizedMoment_0_0,AreaShape_NormalizedMoment_0_1,AreaShape_NormalizedMoment_0_2,AreaShape_NormalizedMoment_0_3,AreaShape_NormalizedMoment_1_0,AreaShape_NormalizedMoment_1_1,AreaShape_NormalizedMoment_1_2,AreaShape_NormalizedMoment_1_3,AreaShape_NormalizedMoment_2_0,AreaShape_NormalizedMoment_2_1,AreaShape_NormalizedMoment_2_2,AreaShape_NormalizedMoment_2_3,AreaShape_NormalizedMoment_3_0,AreaShape_NormalizedMoment_3_1,AreaShape_NormalizedMoment_3_2,AreaShape_NormalizedMoment_3_3,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_SpatialMoment_0_0,AreaShape_SpatialMoment_0_1,AreaShape_SpatialMoment_0_2,AreaShape_SpatialMoment_0_3,AreaShape_SpatialMoment_1_0,AreaShape_SpatialMoment_1_1,AreaShape_SpatialMoment_1_2,AreaShape_SpatialMoment_1_3,AreaShape_SpatialMoment_2_0,AreaShape_SpatialMoment_2_1,AreaShape_SpatialMoment_2_2,AreaShape_SpatialMoment_2_3,Children_BallCraterClassifiedObjects_Count,Children_EdgeClassifiedObjects_Count,Children_MorphObj_Count,Intensity_IntegratedIntensityEdge_BF,Intensity_IntegratedIntensityEdge_ColonyArea,Intensity_IntegratedIntensityEdge_PoorArea,Intensity_IntegratedIntensity_BF,Intensity_IntegratedIntensity_ColonyArea,Intensity_IntegratedIntensity_PoorArea,Intensity_LowerQuartileIntensity_BF,Intensity_LowerQuartileIntensity_ColonyArea,Intensity_LowerQuartileIntensity_PoorArea,Intensity_MADIntensity_BF,Intensity_MADIntensity_ColonyArea,Intensity_MADIntensity_PoorArea,Intensity_MassDisplacement_BF,Intensity_MassDisplacement_ColonyArea,Intensity_MassDisplacement_PoorArea,Intensity_MaxIntensityEdge_BF,Intensity_MaxIntensityEdge_ColonyArea,Intensity_MaxIntensityEdge_PoorArea,Intensity_MaxIntensity_BF,Intensity_MaxIntensity_ColonyArea,Intensity_MaxIntensity_PoorArea,Intensity_MeanIntensityEdge_BF,Intensity_MeanIntensityEdge_ColonyArea,Intensity_MeanIntensityEdge_PoorArea,Intensity_MeanIntensity_BF,Intensity_MeanIntensity_ColonyArea,Intensity_MeanIntensity_PoorArea,Intensity_MedianIntensity_BF,Intensity_MedianIntensity_ColonyArea,Intensity_MedianIntensity_PoorArea,Intensity_MinIntensityEdge_BF,Intensity_MinIntensityEdge_ColonyArea,Intensity_MinIntensityEdge_PoorArea,Intensity_MinIntensity_BF,Intensity_MinIntensity_ColonyArea,Intensity_MinIntensity_PoorArea,Intensity_StdIntensityEdge_BF,Intensity_StdIntensityEdge_ColonyArea,Intensity_StdIntensityEdge_PoorArea,Intensity_StdIntensity_BF,Intensity_StdIntensity_ColonyArea,Intensity_StdIntensity_PoorArea,Intensity_UpperQuartileIntensity_BF,Intensity_UpperQuartileIntensity_ColonyArea,Intensity_UpperQuartileIntensity_PoorArea,Location_CenterMassIntensity_X_BF,Location_CenterMassIntensity_X_ColonyArea,Location_CenterMassIntensity_X_PoorArea,Location_CenterMassIntensity_Y_BF,Location_CenterMassIntensity_Y_ColonyArea,Location_CenterMassIntensity_Y_PoorArea,Location_CenterMassIntensity_Z_BF,Location_CenterMassIntensity_Z_ColonyArea,Location_CenterMassIntensity_Z_PoorArea,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_BF,Location_MaxIntensity_X_ColonyArea,Location_MaxIntensity_X_PoorArea,Location_MaxIntensity_Y_BF,Location_MaxIntensity_Y_ColonyArea,Location_MaxIntensity_Y_PoorArea,Location_MaxIntensity_Z_BF,Location_MaxIntensity_Z_ColonyArea,Location_MaxIntensity_Z_PoorArea,Mean_BallCraterClassifiedObjects_Location_Center_X,Mean_BallCraterClassifiedObjects_Location_Center_Y,Mean_BallCraterClassifiedObjects_Location_Center_Z,Mean_BallCraterClassifiedObjects_Number_Object_Number,Mean_EdgeClassifiedObjects_Location_Center_X,Mean_EdgeClassifiedObjects_Location_Center_Y,Mean_EdgeClassifiedObjects_Location_Center_Z,Mean_EdgeClassifiedObjects_Number_Object_Number,Mean_MorphObj_Location_Center_X,Mean_MorphObj_Location_Center_Y,Mean_MorphObj_Location_Center_Z,Mean_MorphObj_Number_Object_Number,Number_Object_Number,Parent_ColonyBeforeHoleFilled
1,1,11-30-2022-8-50-15-AM,,0,-1,3500005266,,0,E9,9,E,356,529,736,389,713,366,723.2640449438202,377.6769662921348,356.0,2.7000623958883807e-13,11679.179775280898,1923.9612422674202,-6.856737400084967e-13,2879.365168539327,4455.222888524168,154939.7799827014,9745.851123595507,-527.8876720111094,241203.7334741847,-41402.03420289018,1.2833041064531854,384,0.6646765219911375,21.290215544369623,1,0.6729678638941399,0.7792385257488302,0.16905244680971787,0.0022973915642848218,5.537958175623667e-05,3.654376006669034e-07,1.370364619748848e-12,1.3143666129323549e-08,-9.081564023322767e-13,38.62307359203295,21.559597472226613,32.80668476202499,-8.088104406009345,-8.088104406009345,27.37598630223457,24.8589858496385,24.20743687382041,8.246211251235321,3.4440637639374048,3.0,17.88854381999832,18.572925444194993,,,0.09215360888209267,0.0008045838743600351,,0.022719394398902654,0.0018631355008803458,0.0034341000274192334,0.0768988379276252,-0.0002207580376583089,0.005346062501378267,-4.863474990014454e-05,-0.0017063394771219841,0.0039782424806897474,0.00013049370284376645,0.0004832132288385496,54.27900039437287,75.76955262170047,0.9270833333333334,356.0,3654.0,49184.0,746502.0,4157.0,45547.0,637883.0,9919033.0,58287.0,664977.0,9447861.0,147619083.0,0,0,0,29.364706069231033,38.24950024485588,0.009994659572839737,157.2470600605011,302.25731244683266,4.089311093091965,0.43529412150382996,0.7599908709526062,0.0,0.00784313678741455,0.06999307870864868,0.0,0.019432318216374946,0.1434189767792413,0.2522722637161864,0.4588235318660736,0.849988579750061,0.009994659572839737,0.46666666865348816,1.0,0.14999619126319885,0.4517647087574005,0.5884538499208597,0.00015376399342830363,0.441705224889048,0.8490373945135749,0.011486828913179677,0.4470588266849518,0.919996976852417,0.0,0.4431372582912445,0.41998931765556335,0.0,0.3921568691730499,0.41998931765556335,0.0,0.0033839644830372813,0.11208799794007131,0.0012301119474264293,0.014334410177944035,0.15605096028710827,0.023754048294105278,0.45098039507865906,0.9699854850769043,0.009994659572839737,723.2800139647064,723.3696824456036,723.0122092689963,377.6658935615232,377.77397000916335,377.691801652815,0.0,0.0,0.0,723.2640449438202,377.6769662921348,0,726.0,731.0,725.0,379.0,382.0,377.0,0.0,0.0,0.0,,,,,,,,,,,,,1,1
1,2,11-30-2022-8-50-15-AM,,0,-1,3500005266,,0,E9,9,E,611,1482,628,452,589,414,607.4648117839607,432.23895253682485,611.0,1.1368683772161603e-13,36893.99345335516,-12115.646941907784,-3.765876499528531e-13,10481.137479541736,-33415.969048084575,1257637.2411427423,45931.11292962357,83066.472759368,2246814.0974452416,5715515.588344356,4.522225647548735,952,0.6573591574418711,27.891743614073043,1,0.41228070175438597,0.22113005363676363,0.22186029283908143,0.003738909737498076,0.0012225970111709257,9.542956480532218e-05,-6.584097539033713e-09,4.6512026293176295e-06,-3.1924246890395576e-08,86.45861337137974,49.09802555329905,60.38296800876459,-17.154071161279436,-17.154071161279436,75.1736709159142,37.19324957491717,38.47076812334269,7.0710678118654755,2.567565437279034,2.23606797749979,31.4519099818983,28.02799330763415,,,0.09882646155280618,-0.001312936081607089,,0.028075402882617735,-0.0036211876819668603,0.0055135556002742616,0.12303383128627526,0.00900166287285633,0.009850165090919358,0.0010137040409206493,0.009647218310402824,0.006902250256338524,0.001445287911442403,0.0011320521114011595,33.339237146467546,186.3380951166243,0.6418067226890757,611.0,11282.0,245214.0,5878196.0,11144.0,216253.0,4826095.0,117339325.0,249186.0,5066569.0,115447703.0,2829158809.0,0,0,0,74.49019646644592,103.64875262975693,0.0,280.5137269794941,438.7754336297512,0.0,0.45490196347236633,0.609994649887085,0.0,0.003921568393707275,0.11499962210655212,0.0,0.06685476088529825,0.2356219842003546,,0.47843137383461,0.9499961733818054,0.0,0.4941176474094391,1.0,0.0,0.4598160275706538,0.6398071149984995,0.0,0.45910593613665157,0.7181267326182508,0.0,0.4588235318660736,0.729991614818573,0.0,0.4431372582912445,0.27998778223991394,0.0,0.4117647111415863,0.27998778223991394,0.0,0.007810531232630488,0.13313579163543807,0.0,0.009816853532483629,0.15272037889019954,0.0,0.46666666865348816,0.8399938941001892,0.0,607.4964840398279,607.3224860452085,,432.2978289095164,432.4267319380571,,0.0,0.0,,607.4648117839607,432.23895253682485,0,596.0,595.0,616.0,426.0,425.0,450.0,0.0,0.0,0.0,,,,,,,,,,,,,2,2
1,3,11-30-2022-8-50-15-AM,,0,-1,3500005266,,0,E9,9,E,476,1320,664,466,624,433,646.890756302521,446.4117647058824,476.0,-1.4210854715202004e-13,48484.31932773109,-148663.56048301683,2.0605739337042905e-13,21045.41176470588,39239.68660405338,2674096.115229483,27727.294117647056,99352.33316856151,2245480.5235589044,11101784.354448866,4.515020022162749,802,0.8730515499863006,24.61832697999475,1,0.3606060606060606,0.22148296022859892,0.33636225127717917,0.04290287877897202,0.008167777492419195,0.001037774882945104,-2.4696917522589354e-06,-0.00019036618558543008,1.7405216891326618e-06,129.35117986420352,30.757251743733743,101.85781371372077,-44.213049925852694,-44.213049925852694,58.25061789421649,45.4930640628575,41.677331968349414,6.082762530298219,2.2152709343152353,2.0,22.567461079440015,22.183688329485246,,,0.21398700360025374,-0.03007371973590409,,0.09288455866775776,0.007937946149149461,0.02479454567815896,0.12237524767692542,0.020098363130222625,0.020820369579729794,0.00471811424399279,0.022693200475399074,0.024658913459284344,0.007283352284276958,0.00549414412487131,58.12507013662127,164.3380951166243,0.5935162094763092,476.0,10896.0,297902.0,8890224.0,6384.0,167180.0,4998122.0,157684916.0,113348.0,3258486.0,101804736.0,3284588742.0,0,0,0,63.63921597599983,85.96894809603691,0.0,221.745099067688,348.63636216521263,0.0,0.4588235318660736,0.6000000238418579,0.0,0.003921568393707275,0.14000153541564941,0.0,0.03157216701682414,0.5303565087141585,,0.4941176474094391,0.9799954295158386,0.0,0.5137255191802979,1.0,0.0,0.46451982464233454,0.6275105700440651,0.0,0.46585104846152936,0.7324293322798585,0.0,0.46666666865348816,0.7499961853027344,0.0,0.43921568989753723,0.3699854910373688,0.0,0.43921568989753723,0.20000000298023224,0.0,0.008684909085457418,0.12919636212023322,0.0,0.009933904580733403,0.176104578144679,0.0,0.47058823704719543,0.8799877762794495,0.0,646.9090812645201,647.4188580355242,,446.43747457748594,446.46061740216965,,0.0,0.0,,646.890756302521,446.4117647058824,0,654.0,653.0,652.0,457.0,457.0,457.0,0.0,0.0,0.0,,,,,,,,,,,,,3,3
1,4,11-30-2022-8-50-15-AM,,0,-1,3500005266,,0,E9,9,E,319,704,888,447,866,415,876.1128526645768,431.705329153605,319.0,-8.171241461241152e-14,7671.937304075236,11622.14581224633,-3.055333763768431e-13,3249.60815047022,27745.43953970579,199769.62075342253,20516.30094043887,125.6844272363859,512874.6276182077,1611605.8543992736,5.504033391284074,527,0.8222464333422017,20.153496341094687,1,0.453125,0.1816849442780548,0.27700433608665503,0.02001076427698701,0.004091914574611208,4.856860410929583e-05,-1.8810352223807132e-08,-6.567786124351389e-06,-1.0722729715977837e-08,66.74496727499877,21.619415936644188,24.04996020086281,-10.186859405862759,-10.186859405862759,64.31442301078015,32.67903726244059,32.31098884280702,4.242640687119285,1.7491069645655284,1.4142135623730951,20.05667645125359,18.598673473834282,,,0.07539172476759501,0.00639454447333818,,0.031933728545024326,0.015265635962165975,0.006153998640474859,0.20161261131906003,6.915200278439526e-05,0.01579934801494299,0.002779658516011915,-0.017871251431466163,0.01232862600976894,0.005631521667365035,0.0023300280190494105,13.419648888187,148.53910524340097,0.6053130929791272,319.0,3226.0,40296.0,574300.0,5329.0,57141.0,766629.0,11632407.0,109539.0,1216449.0,16981869.0,266806419.0,0,0,0,59.47058862447739,87.46898612380028,0.0,143.48235392570496,248.15764093399048,0.0,0.4431372582912445,0.6499885320663452,0.0,0.00784313678741455,0.1300068497657776,0.0,0.057529929609284075,0.11681890562454532,,0.4745098054409027,0.9899900555610657,0.0,0.5137255191802979,1.0,0.0,0.45053476230664685,0.6626438342712142,0.0,0.4497879433407679,0.7779236392915062,0.0,0.45098039507865906,0.809994637966156,0.0,0.4313725531101227,0.35999083518981934,0.0,0.364705890417099,0.35999083518981934,0.0,0.007926586586083,0.14277497005058437,0.0,0.014177729922358447,0.16538411390490557,0.0,0.45490196347236633,0.929991602897644,0.0,876.1200393562498,876.1332201021984,,431.76240843411597,431.59029948701397,,0.0,0.0,,876.1128526645768,431.705329153605,0,874.0,885.0,867.0,422.0,443.0,436.0,0.0,0.0,0.0,,,,,,,,,,,,,4,4
1,5,11-30-2022-8-50-15-AM,,0,-1,3500005266,,0,E9,9,E,529,1406,594,467,557,429,575.3024574669187,446.9130434782609,529.0,3.836930773104541e-13,38471.60680529301,-16030.711110952157,-1.765698698363849e-12,-12228.086956521742,-2623.482370346108,-1339136.8466602855,26555.999999999996,10190.1058601135,1273198.545266776,2447401.568759486,4.03870629431995,774,0.7680587527122139,25.95272084319679,1,0.3762446657183499,0.24760404127589158,0.23237340777546184,0.009450604220439241,9.909673442805296e-05,2.787885772999016e-05,3.4579077063909124e-10,-2.919566177758538e-07,1.4239687298939144e-09,87.17592707078447,35.7496056424348,72.72515464138564,23.115476288320874,23.115476288320874,50.20037807183363,37.34721988491984,40.718546143004666,7.211102550927978,2.6158784879594883,2.23606797749979,22.55204191630094,23.916389574493824,,,0.13747666283815815,-0.002490655192079129,,-0.04369655252990713,-0.00040760450000040517,-0.009046028336144119,0.09489674493730367,0.001583213613711,0.008600607284269939,0.0007188038291113858,0.005609085780543374,-0.011727468465023231,-0.0011118240976016496,-0.001545655363386437,-57.988200980355955,163.8528137423857,0.6834625322997416,529.0,9682.0,215676.0,5339620.0,9476.0,161206.0,3413182.0,81877168.0,196300.0,3164878.0,63617394.0,1465386124.0,0,0,0,65.82745134830475,93.78890678286552,0.0,240.30980545282364,393.7263596355915,0.0,0.4470588266849518,0.609994649887085,0.0,0.00784313678741455,0.13998621702194214,0.0,0.041765245799296594,0.5715501303107893,,0.47843137383461,1.0,0.0,0.5607843399047852,1.0,0.0,0.45713507880767185,0.6513118526587883,0.0,0.45427184395618836,0.7442842337156739,0.0,0.45490196347236633,0.7399862408638,0.0,0.42352941632270813,0.3699854910373688,0.0,0.3686274588108063,0.33998626470565796,0.0,0.008301589408863337,0.14601775585582147,0.0,0.013086970151073317,0.1722335251650497,0.0,0.4588235318660736,0.8974936902523041,0.0,575.3435761035142,575.8636962305201,,446.9203642351341,446.8049666459172,,0.0,0.0,,575.3024574669187,446.9130434782609,0,585.0,572.0,565.0,445.0,438.0,457.0,0.0,0.0,0.0,,,,,,,,,,,,,5,5
1,6,11-30-2022-8-50-15-AM,,0,-1,3500005266,,0,E9,9,E,6775,25806,759,572,621,385,707.188929889299,460.93003690036903,6775.0,3.745981302927248e-11,6389274.1697416995,-143079910.27373263,-1.3912426766182762e-10,7908831.552767532,-108361584.99499415,15747011789.105385,17337012.837490775,11999412.558232287,19857812581.765835,-454293333429.261,19.715193517882,13610,0.94630946273635,92.87732724180174,1,0.2625358443772766,0.050722302020164485,0.5169055324896442,0.17564059910934063,0.03628593884366435,0.006071763980076708,-5.858127639572184e-06,-0.0007944103449232753,8.993362452132624e-05,3170.7017233205966,331.3332592967426,943.0662981168557,-1167.355210740595,-1167.355210740595,2558.9686845004835,225.23593757020558,209.0095691589263,14.317821063276353,4.405719635948711,3.605551275463989,81.11084450470192,72.81024755312869,,,0.13919797758182376,-0.03787088116744171,,0.17230335213883322,-0.02868151580896292,0.050637266549067333,0.37770755490782043,0.003176045653107661,0.06385626442980051,-0.017748179620823028,0.09845280194237178,0.11127800216906006,-0.004909375131383962,0.028084012018210553,27.65603674910191,1295.5676759431467,0.49779573842762675,6775.0,583930.0,56717576.0,5846716678.0,514426.0,52246658.0,5561513510.0,607922733908.0,56397398.0,6073866538.0,668288806326.0,74658542083048.0,0,0,0,516.996080905199,718.4019691944122,0.0,3123.866683393717,5401.96158753708,0.02998397871851921,0.45490196347236633,0.6799877882003784,0.0,0.00784313678741455,0.11999690532684326,0.0,0.5674115922328206,1.9354918024097931,40.24400137075033,0.5058823823928833,1.0,0.0,0.5647059082984924,1.0,0.009994659572839737,0.4632581370118271,0.6437293630774303,0.0,0.461087333342246,0.7973375036955099,4.425679515648592e-06,0.4627451002597809,0.849988579750061,0.0,0.4274509847164154,0.2899976968765259,0.0,0.3803921639919281,0.009994659572839737,0.0,0.010228961192276294,0.13510827350348267,0.0,0.013203167662913509,0.18415223954069013,0.00021027023921187332,0.46666666865348816,0.9499961733818054,0.0,707.4071437257303,708.6832753517584,700.0,461.45381035959554,462.16010200272024,421.3333333333333,0.0,0.0,0.0,707.188929889299,460.93003690036903,0,679.0,674.0,703.0,410.0,404.0,433.0,0.0,0.0,0.0,,,,,,,,,,,,,6,6
1,7,11-30-2022-8-50-15-AM,,0,-1,3500005266,,0,E9,9,E,11826,24505,1314,519,1145,374,1227.6726703872823,457.0576695416878,11826.0,7.148059921746608e-11,19544083.907069173,49857538.00571077,1.887201506178826e-10,11768692.238795867,-125829643.48885769,42448020450.020065,14446638.66937256,-202113305.66055417,34556944330.73807,-847207666879.5543,1.9656023121134878,12535,0.9107110900946573,122.70831616495288,1,0.48259538869618446,0.5087499103136297,0.24304385642410914,0.029653148746108523,0.002093230368688322,0.00041968568499172376,3.655606660502397e-07,5.223757595564957e-05,1.452609134225422e-07,2455.3422238806697,418.8944221908458,1652.6368938837456,-995.1540875017645,-995.1540875017645,1221.5997521877696,198.2056396324048,206.20620747203515,41.593268686170845,14.838941572123137,13.45362404707371,88.69694836153411,81.86764168493882,,,0.13974605901266238,0.0032782052564439444,,0.08414967761726404,-0.008273481106395442,0.0256651506523399,0.10329779741144676,-0.013289242259371059,0.020894005725831118,-0.004710394876965584,-0.009600097805443896,0.01842145746282986,-0.005190639291071489,0.00605807266387923,51.10986254548207,540.4701294725885,0.9434383725568408,11826.0,977687.0,100372079.0,11579408555.0,982240.0,92973096.0,10156739754.0,1214307620880.0,96029204.0,9691837726.0,1094643715520.0,133576084336414.0,0,0,0,186.57255133986473,313.33672085404396,0.0,4853.823593020439,10159.643265388906,4.598550476133823,0.40392157435417175,0.7899900674819946,0.0,0.00784313678741455,0.06001371145248413,0.0,0.4446068970991744,1.3144553558981265,44.167038503643205,0.43921568989753723,1.0,0.0,0.6117647290229797,1.0,0.09999237209558487,0.4136863666072389,0.6947599132018714,0.0,0.41043663056151186,0.8590937988659654,0.0003888508774001204,0.4117647111415863,0.9399862885475159,0.0,0.3333333432674408,0.30998703837394714,0.0,0.2549019753932953,0.0,0.0,0.014347343725982209,0.17700721843580494,0.0,0.017915393120188697,0.1871188093427295,0.0034302751858106173,0.41960784792900085,0.9899900555610657,0.0,1227.2329249558277,1228.4334383771195,1198.4632208568432,457.12323819626397,458.12959535455377,423.9285984965916,0.0,0.0,0.0,1227.6726703872823,457.0576695416878,0,1229.0,1289.0,1182.0,450.0,490.0,406.0,0.0,0.0,0.0,,,,,,,,,,,,,7,7
1,8,11-30-2022-8-50-15-AM,,0,-1,3500005266,,0,E9,9,E,1398,4674,688,516,606,459,641.1430615164521,482.7281831187411,1398.0,6.0538241086760536e-12,701663.3876967096,2988132.821832137,-2.9132252166164108e-12,-150409.6366237482,1675707.3924531455,-112668240.77042149,143832.70958512163,-1674395.459108763,68574126.71268284,-1211305627.2538486,7.758884810968529,2832,0.9256741390766977,42.18991447656368,1,0.2991014120667522,0.12888450136369167,0.4326107075516788,0.10515690417759968,0.014869633689946949,0.0017927959506871143,-9.075748253575056e-06,-0.0005393610776566811,1.8202849459317393e-06,529.0659425857705,75.7238265714765,501.9051414139554,107.58915352199442,107.58915352199442,102.88462774329156,92.00573395920674,82.96987405076617,8.06225774829855,2.869346770187556,2.23606797749979,41.62413921653205,34.807775354705214,,,0.3590165532288665,0.040891399018819344,,-0.07695933728325781,0.022931383478989206,-0.0412363292865854,0.07359415432281229,-0.02291343019743516,0.025097980143545324,-0.011857104156331077,0.015403829938239244,-0.01836004266987619,0.010406340275940878,-0.008185648392460118,-75.83175592554481,369.19700551341987,0.4936440677966102,1398.0,49130.0,2428242.0,137641190.0,33172.0,1015356.0,48721768.0,2772692190.0,930944.0,23903932.0,1073518808.0,60143590534.0,0,0,0,147.7803928554058,208.12767192721367,0.0,646.094121158123,1104.9202242083848,0.02999923750758171,0.45490196347236633,0.6699931621551514,0.0,0.003921568393707275,0.13998627662658691,0.0,0.02162894793061258,0.3493196199659171,6.7783159440466045,0.4901960790157318,0.9699854850769043,0.0,0.6549019813537598,1.0,0.02999923750758171,0.4632614196094226,0.6524378430320178,0.0,0.4621560237182568,0.7903578141690878,2.145868205120294e-05,0.4627451002597809,0.8299992084503174,0.0,0.4431372582912445,0.30998703837394714,0.0,0.3764705955982208,0.009994659572839737,0.0,0.007632774437783959,0.13150592778393333,0.0,0.013328207315599522,0.1868685327327411,0.0008020496396223534,0.46666666865348816,0.9499961733818054,0.0,641.1511647645516,640.7941851989779,646.0,482.7482367657616,482.7105901656425,478.0,0.0,0.0,0.0,641.1430615164521,482.7281831187411,0,646.0,615.0,646.0,478.0,490.0,478.0,0.0,0.0,0.0,,,,,,,,,,,,,8,8
1,9,11-30-2022-8-50-15-AM,,0,-1,3500005266,,0,E9,9,E,440,676,1029,497,1003,471,1015.9454545454546,484.0931818181818,440.0,-1.4210854715202004e-13,14912.69090909091,-2461.6700826446067,-2.2737367544323206e-13,-1130.7636363636366,6963.9303305785015,-118374.5777250188,16747.179545454546,-206.57586776859569,351544.32962941396,212352.5294922073,1.2712952563489335,484,0.4104408103224731,23.66908109081279,1,0.650887573964497,0.7865993324571402,0.1635323887114951,0.00022624431610707336,6.091150197379054e-05,1.3004142023475725e-06,-3.744573950584328e-12,-1.0166413717000654e-08,-1.0951195872541541e-11,39.286237920117294,32.66801311294056,33.892479338842975,2.5699173553719015,2.5699173553719015,38.061771694214876,25.071493906863164,25.317977802344327,10.295630140987,3.8723980990159808,3.605551275463989,22.0,22.86237541916957,,,0.07702836213373404,-0.0006061751887569054,,-0.005840721262208867,0.0017148365300411394,-0.001389633942113763,0.08650402657776109,-5.0868378553280046e-05,0.004126882156618778,0.00011884285347159735,-0.0026468815681180975,-0.0003207964543875426,0.00015122403950617732,-0.00011644116919880305,-25.475993699176627,83.84062043356596,0.9090909090909091,440.0,5696.0,88650.0,1531256.0,5761.0,73448.0,1138398.0,19632596.0,92177.0,1163456.0,17765878.0,301694480.0,0,0,0,32.03921589255333,41.98944079875946,0.0,194.7686289548874,367.8767220377922,10.90896475315094,0.43529412150382996,0.7499961853027344,0.0,0.00784313678741455,0.08999770879745483,0.0,0.051613460260405065,0.040858495004895676,2.696532188470691,0.4588235318660736,0.8399938941001892,0.0,0.4745098054409027,1.0,0.30998703837394714,0.4512565618669483,0.591400574630415,0.0,0.4426559748974713,0.8360834591768005,0.02479310171170668,0.4470588266849518,0.8799877762794495,0.0,0.43921568989753723,0.41998931765556335,0.0,0.3764705955982208,0.41998931765556335,0.0,0.00407455996514789,0.10248105727861004,0.0,0.016278237469599034,0.1502357312256708,0.05486940931669287,0.45490196347236633,0.9599908590316772,0.019989319145679474,1015.9370192894174,1015.9706968785785,1014.9166101375059,484.042262315674,484.12531032939114,486.58572369901174,0.0,0.0,0.0,1015.9454545454546,484.0931818181818,0,1014.0,1009.0,1015.0,485.0,482.0,486.0,0.0,0.0,0.0,,,,,,,,,,,,,9,9
1,10,11-30-2022-8-50-15-AM,,0,-1,3500005266,,0,E9,9,E,1404,2035,1086,522,1031,485,1058.0840455840455,503.5633903133903,1404.0,-1.5916157281026244e-12,242596.08262108263,239705.77813491822,2.0747847884194925e-12,50496.51994301989,9097.110607868712,16816541.716152392,115607.35826210822,-95681.2425568785,15884453.735561868,-14756816.301167043,1.5577452885006415,1523,0.7896202981141603,42.28035383967556,1,0.6899262899262899,0.6419534742823831,0.18171699138155883,0.006775042053211266,5.202063755832431e-05,4.144291642928943e-06,3.16304550982617e-11,1.0604887151119021e-07,-5.1983489242942864e-11,185.34739977140393,69.7832561283046,172.78923263609872,-35.966182295598216,-35.966182295598216,82.34142326360983,54.45694075453066,55.65968020030299,16.55294535724685,6.100004446299814,5.0990195135927845,33.70179239759825,33.414549197211585,,,0.12306925401431534,0.0032453439661234724,,0.025616938956978783,0.00012316454467688057,0.006076246243396643,0.05864773736724348,-0.001295415344674699,0.005739459037907275,-0.00014230094813893785,-0.0007080320631661787,0.0030907818707247613,-1.3595689919339126e-05,0.0005985223156537377,70.7525359551903,165.78174593052023,0.9218647406434668,1404.0,38026.0,1272494.0,47844958.0,26063.0,756388.0,26366200.0,1016844820.0,599425.0,18013946.0,635896222.0,24626972594.0,0,0,0,64.30980435013771,93.71892887353897,0.0,627.9960833489895,1280.8531741201878,0.06997787579894066,0.43921568989753723,0.8799877762794495,0.0,0.00784313678741455,0.010009944438934326,0.0,0.05447987341458914,0.11880435764929503,12.482307013701904,0.46666666865348816,0.9799954295158386,0.0,0.5686274766921997,1.0,0.03999389708042145,0.44971891153942456,0.6553771249897831,0.0,0.4472906576559754,0.9122885855556893,4.984179187958736e-05,0.4470588266849518,0.9899900555610657,0.0,0.43529412150382996,0.2899976968765259,0.0,0.3529411852359772,0.2899976968765259,0.0,0.006318258569030152,0.13897616402254942,0.0,0.01965529545921985,0.14067464192514656,0.0011619880672533087,0.45490196347236633,1.0,0.0,1058.0446986708075,1058.0929434711907,1065.1432620958626,503.6010715690211,503.6818609975312,513.8578281622289,0.0,0.0,0.0,1058.0840455840455,503.5633903133903,0,1067.0,1043.0,1067.0,517.0,490.0,517.0,0.0,0.0,0.0,,,,,,,,,,,,,10,10
